zona,restaurante,archivo,tipo,plato_o_descripcion,fuente,url_origen,ancho_px,alto_px
granada,La Macetilla,la-macetilla-03.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/La+Macetilla+-+Taberna+Andaluza+y+Restaurante+en+Granada/@37.173082,-3.607292,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc93e2e199a9:0x54e207fa61cf26c4!8m2!3d37.173082!4d-3.607292!16s%2Fg%2F11cn2m8r0b?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1536,2048
granada,La Macetilla,la-macetilla-04.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/La+Macetilla+-+Taberna+Andaluza+y+Restaurante+en+Granada/@37.173082,-3.607292,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc93e2e199a9:0x54e207fa61cf26c4!8m2!3d37.173082!4d-3.607292!16s%2Fg%2F11cn2m8r0b?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1196
granada,La Macetilla,la-macetilla-05.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/La+Macetilla+-+Taberna+Andaluza+y+Restaurante+en+Granada/@37.173082,-3.607292,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc93e2e199a9:0x54e207fa61cf26c4!8m2!3d37.173082!4d-3.607292!16s%2Fg%2F11cn2m8r0b?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1536
granada,La Macetilla,la-macetilla-06.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/La+Macetilla+-+Taberna+Andaluza+y+Restaurante+en+Granada/@37.173082,-3.607292,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc93e2e199a9:0x54e207fa61cf26c4!8m2!3d37.173082!4d-3.607292!16s%2Fg%2F11cn2m8r0b?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1147
granada,La Macetilla,la-macetilla-07.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/La+Macetilla+-+Taberna+Andaluza+y+Restaurante+en+Granada/@37.173082,-3.607292,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc93e2e199a9:0x54e207fa61cf26c4!8m2!3d37.173082!4d-3.607292!16s%2Fg%2F11cn2m8r0b?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1536
granada,La Macetilla,la-macetilla-08.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/La+Macetilla+-+Taberna+Andaluza+y+Restaurante+en+Granada/@37.173082,-3.607292,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc93e2e199a9:0x54e207fa61cf26c4!8m2!3d37.173082!4d-3.607292!16s%2Fg%2F11cn2m8r0b?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1152,2048
granada,La Macetilla,la-macetilla-09.jpg,establecimiento,"fachada, terraza o ambiente",google.com,"https://www.google.com/maps/place/La+Macetilla+-+Taberna+Andaluza+y+Restaurante+en+Granada/@37.173082,-3.607292,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc93e2e199a9:0x54e207fa61cf26c4!8m2!3d37.173082!4d-3.607292!16s%2Fg%2F11cn2m8r0b?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1536,2048
granada,La Macetilla,la-macetilla-10.jpg,establecimiento,"fachada, terraza o ambiente",google.com,"https://www.google.com/maps/place/La+Macetilla+-+Taberna+Andaluza+y+Restaurante+en+Granada/@37.173082,-3.607292,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc93e2e199a9:0x54e207fa61cf26c4!8m2!3d37.173082!4d-3.607292!16s%2Fg%2F11cn2m8r0b?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",914,2048
granada,El Delirio Mexicano,el-delirio-mexicano-01.jpg,plato_estrella,tacos nachos,google.com,"https://www.google.com/maps/place/Restaurante+El+Delirio/@37.1708946,-3.6052596,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc96e7ea7f11:0xa0fa36a77cf46418!8m2!3d37.1708946!4d-3.6052596!16s%2Fg%2F11b70f6hk0?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1365
granada,El Delirio Mexicano,el-delirio-mexicano-02.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Restaurante+El+Delirio/@37.1708946,-3.6052596,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc96e7ea7f11:0xa0fa36a77cf46418!8m2!3d37.1708946!4d-3.6052596!16s%2Fg%2F11b70f6hk0?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1536
granada,El Delirio Mexicano,el-delirio-mexicano-03.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Restaurante+El+Delirio/@37.1708946,-3.6052596,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc96e7ea7f11:0xa0fa36a77cf46418!8m2!3d37.1708946!4d-3.6052596!16s%2Fg%2F11b70f6hk0?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1536,2048
granada,El Delirio Mexicano,el-delirio-mexicano-04.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Restaurante+El+Delirio/@37.1708946,-3.6052596,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc96e7ea7f11:0xa0fa36a77cf46418!8m2!3d37.1708946!4d-3.6052596!16s%2Fg%2F11b70f6hk0?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1536,2048
granada,El Delirio Mexicano,el-delirio-mexicano-05.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Restaurante+El+Delirio/@37.1708946,-3.6052596,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc96e7ea7f11:0xa0fa36a77cf46418!8m2!3d37.1708946!4d-3.6052596!16s%2Fg%2F11b70f6hk0?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1536,2048
granada,El Delirio Mexicano,el-delirio-mexicano-06.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Restaurante+El+Delirio/@37.1708946,-3.6052596,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc96e7ea7f11:0xa0fa36a77cf46418!8m2!3d37.1708946!4d-3.6052596!16s%2Fg%2F11b70f6hk0?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1536,2048
granada,El Delirio Mexicano,el-delirio-mexicano-07.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Restaurante+El+Delirio/@37.1708946,-3.6052596,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc96e7ea7f11:0xa0fa36a77cf46418!8m2!3d37.1708946!4d-3.6052596!16s%2Fg%2F11b70f6hk0?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1080,1920
granada,El Delirio Mexicano,el-delirio-mexicano-08.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Restaurante+El+Delirio/@37.1708946,-3.6052596,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc96e7ea7f11:0xa0fa36a77cf46418!8m2!3d37.1708946!4d-3.6052596!16s%2Fg%2F11b70f6hk0?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1536,2048
granada,El Delirio Mexicano,el-delirio-mexicano-09.jpg,establecimiento,"fachada, terraza o ambiente",google.com,"https://www.google.com/maps/place/Restaurante+El+Delirio/@37.1708946,-3.6052596,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc96e7ea7f11:0xa0fa36a77cf46418!8m2!3d37.1708946!4d-3.6052596!16s%2Fg%2F11b70f6hk0?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1365
granada,El Delirio Mexicano,el-delirio-mexicano-10.jpg,establecimiento,"fachada, terraza o ambiente",google.com,"https://www.google.com/maps/place/Restaurante+El+Delirio/@37.1708946,-3.6052596,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fc96e7ea7f11:0xa0fa36a77cf46418!8m2!3d37.1708946!4d-3.6052596!16s%2Fg%2F11b70f6hk0?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1536,2048
granada,Los Manueles,los-manueles-01.jpg,plato_estrella,croquetas,google.com,"https://www.google.com/maps/search/Los+Manueles+Granada+Espa%C3%B1a/@37.1773956,-3.6039332,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1536
granada,Los Manueles,los-manueles-02.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/search/Los+Manueles+Granada+Espa%C3%B1a/@37.1773956,-3.6039332,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1792,1009
granada,Los Manueles,los-manueles-03.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/search/Los+Manueles+Granada+Espa%C3%B1a/@37.1773956,-3.6039332,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1536
granada,Los Manueles,los-manueles-04.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/search/Los+Manueles+Granada+Espa%C3%B1a/@37.1773956,-3.6039332,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1367
granada,Los Manueles,los-manueles-05.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/search/Los+Manueles+Granada+Espa%C3%B1a/@37.1773956,-3.6039332,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1242,700
granada,Los Manueles,los-manueles-06.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/search/Los+Manueles+Granada+Espa%C3%B1a/@37.1773956,-3.6039332,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1792,1009
granada,Mercado de San Agustin,mercado-de-san-agustin-01.jpg,plato_estrella,marisco tapas gastronomia,google.com,"https://www.google.com/maps/place/Mercado+de+San+Agust%C3%ADn/@37.1776752,-3.5993884,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd741beab639:0x216a1a3e64dc3f8d!8m2!3d37.1776752!4d-3.5993884!16s%2Fg%2F11qn7jgfj4?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1320
granada,Mercado de San Agustin,mercado-de-san-agustin-02.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Mercado+de+San+Agust%C3%ADn/@37.1776752,-3.5993884,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd741beab639:0x216a1a3e64dc3f8d!8m2!3d37.1776752!4d-3.5993884!16s%2Fg%2F11qn7jgfj4?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1080,1920
granada,Mercado de San Agustin,mercado-de-san-agustin-03.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Mercado+de+San+Agust%C3%ADn/@37.1776752,-3.5993884,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd741beab639:0x216a1a3e64dc3f8d!8m2!3d37.1776752!4d-3.5993884!16s%2Fg%2F11qn7jgfj4?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1542
granada,Mercado de San Agustin,mercado-de-san-agustin-04.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Mercado+de+San+Agust%C3%ADn/@37.1776752,-3.5993884,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd741beab639:0x216a1a3e64dc3f8d!8m2!3d37.1776752!4d-3.5993884!16s%2Fg%2F11qn7jgfj4?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1536
granada,Mercado de San Agustin,mercado-de-san-agustin-05.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Mercado+de+San+Agust%C3%ADn/@37.1776752,-3.5993884,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd741beab639:0x216a1a3e64dc3f8d!8m2!3d37.1776752!4d-3.5993884!16s%2Fg%2F11qn7jgfj4?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1536
granada,Mercado de San Agustin,mercado-de-san-agustin-06.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Mercado+de+San+Agust%C3%ADn/@37.1776752,-3.5993884,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd741beab639:0x216a1a3e64dc3f8d!8m2!3d37.1776752!4d-3.5993884!16s%2Fg%2F11qn7jgfj4?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1536
granada,Mercado de San Agustin,mercado-de-san-agustin-07.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Mercado+de+San+Agust%C3%ADn/@37.1776752,-3.5993884,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd741beab639:0x216a1a3e64dc3f8d!8m2!3d37.1776752!4d-3.5993884!16s%2Fg%2F11qn7jgfj4?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1436
granada,Mercado de San Agustin,mercado-de-san-agustin-08.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Mercado+de+San+Agust%C3%ADn/@37.1776752,-3.5993884,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd741beab639:0x216a1a3e64dc3f8d!8m2!3d37.1776752!4d-3.5993884!16s%2Fg%2F11qn7jgfj4?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1080,1920
granada,Mercado de San Agustin,mercado-de-san-agustin-09.jpg,establecimiento,"fachada, terraza o ambiente",google.com,"https://www.google.com/maps/place/Mercado+de+San+Agust%C3%ADn/@37.1776752,-3.5993884,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd741beab639:0x216a1a3e64dc3f8d!8m2!3d37.1776752!4d-3.5993884!16s%2Fg%2F11qn7jgfj4?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1080,1920
granada,Mercado de San Agustin,mercado-de-san-agustin-10.jpg,establecimiento,"fachada, terraza o ambiente",google.com,"https://www.google.com/maps/place/Mercado+de+San+Agust%C3%ADn/@37.1776752,-3.5993884,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd741beab639:0x216a1a3e64dc3f8d!8m2!3d37.1776752!4d-3.5993884!16s%2Fg%2F11qn7jgfj4?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1536
granada,Casa Rafa,casa-rafa-01.jpg,plato_estrella,pescado marisco,google.com,"https://www.google.com/maps/place/Casa+Rafa+Granada/@37.1689279,-3.6025063,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd5a1dee6b87:0x566c4e350e358759!8m2!3d37.1689279!4d-3.6025063!16s%2Fg%2F11pfz602x3?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1080,1350
granada,Casa Rafa,casa-rafa-02.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Casa+Rafa+Granada/@37.1689279,-3.6025063,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd5a1dee6b87:0x566c4e350e358759!8m2!3d37.1689279!4d-3.6025063!16s%2Fg%2F11pfz602x3?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1080,1920
granada,Casa Rafa,casa-rafa-03.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Casa+Rafa+Granada/@37.1689279,-3.6025063,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd5a1dee6b87:0x566c4e350e358759!8m2!3d37.1689279!4d-3.6025063!16s%2Fg%2F11pfz602x3?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",2048,1536
granada,Casa Rafa,casa-rafa-04.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Casa+Rafa+Granada/@37.1689279,-3.6025063,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd5a1dee6b87:0x566c4e350e358759!8m2!3d37.1689279!4d-3.6025063!16s%2Fg%2F11pfz602x3?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1080,1440
granada,Casa Rafa,casa-rafa-05.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Casa+Rafa+Granada/@37.1689279,-3.6025063,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd5a1dee6b87:0x566c4e350e358759!8m2!3d37.1689279!4d-3.6025063!16s%2Fg%2F11pfz602x3?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1538,2048
granada,Casa Rafa,casa-rafa-06.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Casa+Rafa+Granada/@37.1689279,-3.6025063,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd5a1dee6b87:0x566c4e350e358759!8m2!3d37.1689279!4d-3.6025063!16s%2Fg%2F11pfz602x3?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1079,1133
granada,Casa Rafa,casa-rafa-07.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Casa+Rafa+Granada/@37.1689279,-3.6025063,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd5a1dee6b87:0x566c4e350e358759!8m2!3d37.1689279!4d-3.6025063!16s%2Fg%2F11pfz602x3?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1080,1350
granada,Casa Rafa,casa-rafa-08.jpg,plato,plato representativo,google.com,"https://www.google.com/maps/place/Casa+Rafa+Granada/@37.1689279,-3.6025063,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd5a1dee6b87:0x566c4e350e358759!8m2!3d37.1689279!4d-3.6025063!16s%2Fg%2F11pfz602x3?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1080,1920
granada,Casa Rafa,casa-rafa-09.jpg,establecimiento,"fachada, terraza o ambiente",google.com,"https://www.google.com/maps/place/Casa+Rafa+Granada/@37.1689279,-3.6025063,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd5a1dee6b87:0x566c4e350e358759!8m2!3d37.1689279!4d-3.6025063!16s%2Fg%2F11pfz602x3?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1365,2048
granada,Casa Rafa,casa-rafa-10.jpg,establecimiento,"fachada, terraza o ambiente",google.com,"https://www.google.com/maps/place/Casa+Rafa+Granada/@37.1689279,-3.6025063,17z/data=!3m1!4b1!4m6!3m5!1s0xd71fd5a1dee6b87:0x566c4e350e358759!8m2!3d37.1689279!4d-3.6025063!16s%2Fg%2F11pfz602x3?entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",1080,1920
